cliente,data_venda,genero,produto,preco,quantidade,total,tempo_entrega,cidade
Pedro alves,2023-11-01,Masculino,Notebook,1200.0,2,,0:02:21,Porto alegre
João silva,2023-05-12,,Mouse,3500.0,2,800,0:01:30,São paulo
João silva,2024-12-16,Masculino,Cadeira,3500.0,0,,,São paulo
João silva,0023-05-20,Masculino,Teclado,50.0,2,2400,0:02:00,Belo horizonte
João silva,2024-06-27,Masculino,Monitor,800.0,2,800,0:03:03,Belo horizonte
João silva,2024-10-10,Masculino,Mouse,3500.0,2,2400,0:00:46,Rio de janeiro
Ana clara,2023-10-08,,Mouse,800.0,1,2400,,Curitiba
Pedro alves,2023-08-26,Masculino,Monitor,800.0,2,10500,0:03:12,São paulo
João silva,2023-05-08,,Mouse,3500.0,1,150,,Porto alegre
Pedro alves,2023-08-09,Masculino,Notebook,120.0,3,1600,02:52:14,Porto alegre
Carlos lima,0024-06-10,Masculino,Notebook,800.0,2,1600,0:01:52,Porto alegre
Carlos lima,2024-09-26,,Monitor,1200.0,1,360,,Curitiba
Ana clara,2024-09-03,Masculino,Notebook,3500.0,3,3600,00:26:37,Porto alegre
Carlos lima,2024-05-09,Masculino,Monitor,3500.0,0,240,,Curitiba
Maria souza,2023-04-13,,Teclado,3500.0,2,150,0:02:28,São paulo
Carlos lima,2023-06-06,,Cadeira,1200.0,0,3500,,Porto alegre
João silva,2023-01-19,,Mouse,3500.0,2,1600,0:03:20,Curitiba
Ana clara,2023-09-16,,Mouse,1200.0,2,,0:03:52,Porto alegre
Ana clara,2024-07-12,,Monitor,3500.0,0,,,São paulo
João silva,2023-11-28,Masculino,Notebook,3500.0,2,2400,0:02:03,Belo horizonte
Maria souza,2024-09-27,Masculino,Teclado,120.0,3,2363,01:03:26,Rio de janeiro
Carlos lima,2023-01-03,,Cadeira,120.0,2,120,0:00:45,Belo horizonte
Pedro alves,2023-03-26,Masculino,Notebook,1200.0,2,360,0:00:27,Porto alegre
João silva,2023-11-03,,Cadeira,50.0,0,7000,,Curitiba
Pedro alves,2023-04-15,Masculino,Cadeira,800.0,2,10500,0:00:50,Porto alegre
João silva,2023-12-23,Masculino,Cadeira,50.0,0,120,,São paulo
Maria souza,0024-01-07,,Notebook,120.0,0,120,,Rio de janeiro
Maria souza,2024-09-22,,Monitor,50.0,1,7000,,Rio de janeiro
Pedro alves,2023-02-13,Masculino,Notebook,50.0,2,1200,0:01:51,Rio de janeiro
Carlos lima,2023-08-15,,Teclado,120.0,2,50,0:00:28,Rio de janeiro
Carlos lima,2023-09-15,,Cadeira,120.0,2,240,0:00:34,Curitiba
Carlos lima,2024-06-11,,Mouse,3500.0,2,1600,0:03:15,Rio de janeiro
Pedro alves,2024-02-24,,Monitor,800.0,1,120,,Rio de janeiro
Carlos lima,2024-10-28,Masculino,Notebook,120.0,0,50,,Porto alegre
Pedro alves,0024-08-12,,Mouse,800.0,0,7000,,Porto alegre
Carlos lima,0023-12-17,,Monitor,1200.0,2,240,0:00:43,Rio de janeiro
Pedro alves,0024-03-07,,Teclado,800.0,3,807,02:38:40,São paulo
Ana clara,0024-09-06,Masculino,Notebook,800.0,2,7000,0:02:43,Rio de janeiro
Pedro alves,0023-01-20,,Mouse,120.0,1,800,,Rio de janeiro
Pedro alves,0024-04-08,Masculino,Monitor,50.0,0,33,,Porto alegre
João silva,2024-07-13,,Monitor,120.0,0,,,Curitiba
Carlos lima,2023-07-13,,Cadeira,3500.0,3,3500,01:00:12,São paulo
Carlos lima,2024-06-14,Masculino,Mouse,800.0,0,,,Rio de janeiro
João silva,2024-06-07,,Teclado,3500.0,1,7000,,Curitiba
João silva,2024-08-10,,Notebook,3500.0,2,2400,0:03:46,Curitiba
Pedro alves,2024-06-09,Masculino,Mouse,120.0,0,7000,,Porto alegre
João silva,2023-03-06,Masculino,Notebook,800.0,0,,,São paulo
Maria souza,0023-12-05,Masculino,Teclado,1200.0,1,10500,,São paulo
João silva,2023-08-18,Masculino,Teclado,1200.0,3,10500,00:38:18,Curitiba
João silva,0023-04-20,Masculino,Teclado,800.0,2,120,0:00:27,Rio de janeiro
Pedro alves,2024-11-18,Masculino,Teclado,1200.0,2,2400,0:00:48,São paulo
Maria souza,0023-06-07,Masculino,Mouse,120.0,3,7000,00:55:12,São paulo
Pedro alves,2023-12-22,Masculino,Cadeira,800.0,3,50,00:28:38,São paulo
Pedro alves,0023-07-01,Masculino,Monitor,120.0,3,,02:52:35,Rio de janeiro
Pedro alves,2023-05-04,,Cadeira,3500.0,0,131,,Curitiba
João silva,2024-07-09,Masculino,Cadeira,3500.0,1,1200,,Porto alegre
Pedro alves,2024-04-12,Masculino,Cadeira,800.0,1,7000,,Rio de janeiro
João silva,0024-07-13,,Notebook,800.0,0,2400,,Curitiba
Carlos lima,2024-10-28,Masculino,Teclado,50.0,0,10500,,São paulo
Carlos lima,0024-05-15,Masculino,Cadeira,50.0,3,50,00:35:50,Rio de janeiro
Ana clara,2023-08-05,Masculino,Monitor,120.0,0,240,,Curitiba
Maria souza,0024-09-26,,Notebook,1200.0,3,7000,01:16:43,Curitiba
Pedro alves,2023-03-21,Masculino,Notebook,50.0,2,120,0:00:36,Curitiba
Pedro alves,0024-06-17,Masculino,Monitor,1200.0,2,50,0:00:02,Curitiba
Pedro alves,2024-03-02,Masculino,Notebook,800.0,2,800,0:00:34,Porto alegre
Ana clara,2024-01-21,,Monitor,3500.0,2,240,0:02:04,São paulo
Pedro alves,2023-01-09,Masculino,Cadeira,800.0,1,1200,,Belo horizonte
Pedro alves,0023-10-14,Masculino,Teclado,50.0,2,100,0:01:57,Curitiba
João silva,2024-02-13,Masculino,Notebook,800.0,0,3600,,Rio de janeiro
Ana clara,2023-09-03,Masculino,Mouse,1200.0,3,2400,02:55:49,Porto alegre
João silva,2024-01-13,Masculino,Cadeira,3500.0,1,10500,,Belo horizonte
João silva,2024-12-14,Masculino,Notebook,120.0,1,10493,,São paulo
João silva,2024-06-16,,Cadeira,50.0,0,2400,,Porto alegre
Ana clara,0024-11-03,,Mouse,50.0,1,,,Curitiba
Ana clara,0024-11-13,Masculino,Notebook,3500.0,3,2400,00:53:28,Belo horizonte
Ana clara,2024-07-09,,Notebook,120.0,1,1200,,Curitiba
Maria souza,2023-04-24,Masculino,Cadeira,120.0,2,,0:03:22,Curitiba
João silva,2023-12-10,,Monitor,120.0,3,2400,01:19:18,Porto alegre
João silva,0023-10-28,Masculino,Teclado,120.0,2,3600,0:02:52,São paulo
Maria souza,2024-02-14,,Mouse,800.0,2,,0:03:46,Rio de janeiro
Maria souza,2023-03-15,,Mouse,120.0,2,2400,0:00:50,Curitiba
João silva,0024-07-09,Masculino,Notebook,3500.0,1,1200,,Rio de janeiro
Maria souza,2024-09-18,Masculino,Teclado,1200.0,1,2400,,Rio de janeiro
João silva,0023-08-13,,Monitor,3500.0,2,10500,0:03:15,Curitiba
Pedro alves,2024-06-18,Masculino,Teclado,800.0,1,240,,Rio de janeiro
Carlos lima,2024-01-01,Masculino,Notebook,50.0,3,10500,02:58:53,São paulo
João silva,2023-10-09,Masculino,Mouse,800.0,2,50,0:01:12,São paulo
João silva,0024-12-24,,Mouse,1200.0,3,100,01:42:32,Curitiba
João silva,2024-05-22,,Cadeira,1200.0,1,,,Curitiba
Ana clara,2023-04-15,Masculino,Cadeira,1200.0,2,97,0:00:21,Curitiba
Maria souza,2024-02-05,Masculino,Monitor,3500.0,2,50,0:01:58,Rio de janeiro
Pedro alves,2023-04-24,,Notebook,3500.0,1,10500,,Belo horizonte
Pedro alves,2023-05-24,,Mouse,50.0,1,3500,,Curitiba
Pedro alves,2024-01-26,Masculino,Notebook,800.0,0,3498,,Curitiba
Carlos lima,0023-04-05,Masculino,Monitor,3500.0,1,,,Porto alegre
João silva,2024-10-23,,Notebook,800.0,2,150,0:03:27,Curitiba
Carlos lima,2023-06-10,,Notebook,120.0,2,,0:03:50,São paulo
Carlos lima,0023-08-11,,Notebook,50.0,3,50,01:56:39,São paulo
Pedro alves,2024-10-25,Masculino,Mouse,120.0,0,240,,Porto alegre
Maria souza,2024-05-15,Masculino,Teclado,800.0,1,360,,Curitiba
Pedro alves,2024-10-09,,Mouse,50.0,2,,0:00:52,Porto alegre
João silva,2023-05-08,,Mouse,50.0,0,,,São paulo
Pedro alves,2023-04-18,Masculino,Teclado,800.0,1,120,,São paulo
Carlos lima,2024-02-03,Masculino,Teclado,3500.0,2,10500,0:01:18,Porto alegre
Ana clara,0023-07-14,,Cadeira,3500.0,1,,,Curitiba
Carlos lima,2024-09-23,,Notebook,120.0,0,773,,São paulo
Maria souza,2024-01-20,Masculino,Mouse,1200.0,1,3500,,Porto alegre
Maria souza,2024-10-10,,Notebook,50.0,1,360,,Porto alegre
Maria souza,0023-11-06,,Monitor,50.0,1,,,Belo horizonte
João silva,2024-06-25,,Cadeira,800.0,2,50,0:03:47,Rio de janeiro
Carlos lima,0023-05-19,Masculino,Teclado,120.0,3,2400,01:12:00,Porto alegre
João silva,2023-04-07,Masculino,Mouse,120.0,1,7000,,Rio de janeiro
Maria souza,2023-09-06,,Mouse,800.0,2,67,0:00:44,São paulo
Maria souza,2023-07-14,Masculino,Monitor,1200.0,1,150,,Rio de janeiro
Pedro alves,2024-02-11,Masculino,Teclado,50.0,2,78,0:03:31,Belo horizonte
Pedro alves,2023-07-09,,Notebook,800.0,0,10500,,Rio de janeiro
Pedro alves,2023-07-25,Masculino,Mouse,800.0,1,,,São paulo
Maria souza,0024-09-28,Masculino,Monitor,120.0,1,150,,Belo horizonte
Pedro alves,0023-02-11,,Monitor,3500.0,1,1600,,Curitiba
João silva,2024-10-26,,Monitor,50.0,2,3480,0:00:14,Rio de janeiro
João silva,0023-07-14,Masculino,Monitor,120.0,3,,01:10:20,São paulo
Maria souza,2024-08-26,Masculino,Monitor,50.0,3,10500,02:56:03,Porto alegre
João silva,2024-07-20,,Monitor,1200.0,1,1600,,Curitiba
João silva,2024-06-07,,Mouse,1200.0,2,2400,0:03:32,Curitiba
Maria souza,0024-02-03,,Notebook,120.0,2,54,0:02:50,Belo horizonte
Maria souza,2024-08-24,,Teclado,120.0,1,2400,,Curitiba
Maria souza,0024-02-11,Masculino,Teclado,50.0,1,2417,,São paulo
Ana clara,2024-05-05,,Cadeira,50.0,1,1200,,Porto alegre
João silva,0023-12-24,Masculino,Notebook,3500.0,1,3600,,Rio de janeiro
Carlos lima,2023-03-25,,Monitor,50.0,3,100,02:56:49,Curitiba
Ana clara,0024-05-05,Masculino,Monitor,3500.0,3,10500,01:56:46,São paulo
Carlos lima,2024-12-20,Masculino,Cadeira,120.0,0,800,,Rio de janeiro
João silva,2023-06-10,,Notebook,3500.0,0,74,,Curitiba
João silva,2023-09-16,,Teclado,50.0,0,,,São paulo
Pedro alves,2024-06-16,,Cadeira,3500.0,2,,0:03:15,Rio de janeiro
Maria souza,2023-04-26,,Monitor,50.0,1,,,Porto alegre
Pedro alves,2024-02-15,,Cadeira,1200.0,2,,0:00:21,Belo horizonte
João silva,2024-07-02,,Notebook,1200.0,2,,0:03:39,Curitiba
João silva,2023-03-18,,Monitor,800.0,1,100,,Porto alegre
João silva,2023-03-14,,Notebook,1200.0,3,7000,00:19:32,Belo horizonte
Pedro alves,2023-01-20,,Notebook,800.0,0,1639,,Rio de janeiro
Ana clara,0024-07-24,,Teclado,50.0,2,1200,0:01:31,Belo horizonte
Maria souza,2023-04-22,Masculino,Mouse,3500.0,2,3600,0:00:40,Curitiba
Ana clara,0023-05-25,,Notebook,120.0,3,3611,02:02:26,São paulo
Ana clara,2023-11-23,Masculino,Teclado,120.0,3,100,00:16:39,São paulo
Ana clara,0023-09-10,Masculino,Monitor,3500.0,3,,02:17:44,Curitiba
João silva,2023-06-03,,Cadeira,3500.0,0,,,Rio de janeiro
Carlos lima,2024-01-11,Masculino,Teclado,3500.0,2,3600,0:00:04,Curitiba
Maria souza,0024-09-23,,Teclado,50.0,0,,,São paulo
Maria souza,2024-03-12,,Mouse,3500.0,1,3624,,Porto alegre
João silva,2024-08-12,,Teclado,50.0,2,,0:02:13,Rio de janeiro
João silva,2024-10-14,Masculino,Monitor,50.0,2,,0:00:52,Porto alegre
Carlos lima,2023-05-27,Masculino,Mouse,800.0,1,7041,,Porto alegre
João silva,2024-10-27,Masculino,Mouse,800.0,0,1200,,Rio de janeiro
Ana clara,2023-02-04,Masculino,Teclado,1200.0,1,2400,,Porto alegre
Carlos lima,0023-12-11,,Teclado,1200.0,2,100,0:03:42,Curitiba
Carlos lima,0024-05-02,Masculino,Cadeira,800.0,2,2400,0:00:43,Belo horizonte
Ana clara,2024-07-02,,Teclado,120.0,0,1200,,Rio de janeiro
Maria souza,2023-04-19,,Cadeira,1200.0,0,157,,Curitiba
Maria souza,0024-05-18,,Notebook,50.0,3,150,01:26:31,Rio de janeiro
João silva,2023-01-01,,Notebook,120.0,0,2400,,Rio de janeiro
João silva,2023-07-16,Masculino,Teclado,800.0,3,3500,01:00:42,Rio de janeiro
João silva,2024-02-27,Masculino,Notebook,800.0,1,2400,,São paulo
Maria souza,2023-09-05,,Teclado,50.0,0,120,,Porto alegre
Ana clara,2024-02-25,,Cadeira,1200.0,1,10500,,São paulo
João silva,2024-09-26,Masculino,Monitor,1200.0,3,2400,02:09:40,Porto alegre
Ana clara,2023-09-27,,Teclado,120.0,2,100,0:01:51,São paulo
Maria souza,2024-03-14,,Cadeira,800.0,3,97,01:49:36,Porto alegre
Pedro alves,0024-08-12,Masculino,Notebook,1200.0,3,7018,00:24:28,Rio de janeiro
João silva,0024-03-05,,Cadeira,50.0,1,100,,Belo horizonte
Carlos lima,2024-04-09,Masculino,Mouse,50.0,1,10504,,Rio de janeiro
Maria souza,2024-03-22,,Mouse,120.0,1,,,Porto alegre
Maria souza,2023-09-20,,Teclado,800.0,0,2400,,Porto alegre
Maria souza,2023-12-25,Masculino,Monitor,800.0,1,,,Porto alegre
Ana clara,2024-05-20,,Cadeira,120.0,0,240,,Curitiba
Ana clara,0023-09-22,,Notebook,800.0,1,360,,São paulo
Pedro alves,2024-09-14,Masculino,Monitor,800.0,2,1600,0:00:49,Rio de janeiro
Pedro alves,2023-08-28,Masculino,Cadeira,120.0,0,,,São paulo
Maria souza,2023-09-22,Masculino,Mouse,1200.0,1,,,Belo horizonte
João silva,2023-12-19,Masculino,Monitor,800.0,3,3500,01:45:27,Belo horizonte
Carlos lima,2024-08-16,Masculino,Cadeira,3500.0,0,120,,Rio de janeiro
Maria souza,2024-08-02,,Monitor,800.0,1,360,,Rio de janeiro
Maria souza,2024-07-18,,Teclado,50.0,3,,01:51:31,Curitiba
Maria souza,2023-01-15,Masculino,Mouse,50.0,3,2400,01:04:00,Porto alegre
Pedro alves,2023-07-06,Masculino,Teclado,120.0,0,246,,Curitiba
Pedro alves,2023-12-01,Masculino,Mouse,120.0,2,10500,0:02:45,Curitiba
Ana clara,2023-01-19,,Teclado,120.0,2,120,0:02:15,Curitiba
João silva,0023-03-06,,Teclado,800.0,1,,,Rio de janeiro
Pedro alves,2023-08-25,,Notebook,1200.0,3,360,00:27:33,São paulo
Ana clara,2024-07-27,,Notebook,800.0,3,3600,00:34:28,Porto alegre
Pedro alves,2024-02-06,Masculino,Monitor,50.0,0,287,,Porto alegre
Pedro alves,2023-04-19,Masculino,Notebook,1200.0,1,2413,,São paulo
Carlos lima,0023-10-26,Masculino,Cadeira,50.0,0,,,Curitiba
Maria souza,2024-12-02,Masculino,Notebook,50.0,2,800,0:01:15,São paulo
Maria souza,2023-11-28,Masculino,Cadeira,50.0,1,1200,,Curitiba
Maria souza,2024-08-06,Masculino,Mouse,800.0,2,3474,0:03:56,Curitiba
Maria souza,2023-02-12,Masculino,Notebook,1200.0,0,,,São paulo
Maria souza,2024-03-05,,Teclado,120.0,1,1200,,Porto alegre
Maria souza,2023-06-01,,Mouse,120.0,1,100,,Belo horizonte
Maria souza,0023-07-20,Masculino,Teclado,120.0,3,7000,00:26:44,Belo horizonte
Pedro alves,0024-02-21,Masculino,Teclado,120.0,3,3500,01:01:57,Belo horizonte
Carlos lima,2023-12-10,,Teclado,1200.0,1,,,Curitiba
Carlos lima,2023-09-22,Masculino,Monitor,120.0,3,120,01:49:42,Belo horizonte
Pedro alves,2023-01-26,,Teclado,800.0,2,7000,0:00:39,Curitiba
Pedro alves,2024-10-20,Masculino,Cadeira,3500.0,0,,,São paulo
Carlos lima,2023-10-05,,Monitor,50.0,3,3492,02:31:40,São paulo
Maria souza,2024-01-17,Masculino,Monitor,1200.0,3,50,02:53:19,Belo horizonte
João silva,0024-03-24,,Mouse,50.0,1,,,Curitiba
Carlos lima,2023-07-16,,Cadeira,1200.0,0,,,Porto alegre
Carlos lima,2023-10-12,Masculino,Monitor,1200.0,3,150,00:47:34,Porto alegre
Maria souza,2024-04-27,,Teclado,3500.0,3,120,01:09:23,São paulo
Maria souza,2024-03-01,,Monitor,50.0,0,150,,Rio de janeiro
Pedro alves,0023-07-05,,Notebook,3500.0,1,,,Rio de janeiro
Pedro alves,2024-10-14,,Cadeira,120.0,3,,01:12:38,Porto alegre
Pedro alves,2023-04-07,Masculino,Notebook,1200.0,1,10488,,Belo horizonte
Pedro alves,0024-11-18,,Monitor,120.0,0,800,,Curitiba
Maria souza,2023-12-25,,Teclado,50.0,3,50,02:20:26,Rio de janeiro
Pedro alves,2024-09-04,Masculino,Monitor,50.0,1,3600,,Rio de janeiro
Pedro alves,2023-07-18,,Teclado,50.0,1,2400,,Curitiba
Pedro alves,2024-07-03,Masculino,Teclado,50.0,0,100,,São paulo
Ana clara,2023-08-01,,Mouse,800.0,0,3511,,Porto alegre
Pedro alves,0024-12-24,,Notebook,800.0,3,134,02:51:59,Curitiba
Ana clara,2023-08-12,Masculino,Mouse,3500.0,0,1579,,Curitiba
Ana clara,2023-04-11,Masculino,Monitor,1200.0,2,,0:03:37,Porto alegre
Maria souza,2024-06-02,,Notebook,1200.0,3,240,00:48:45,Belo horizonte
Maria souza,2024-05-25,Masculino,Cadeira,800.0,2,7000,0:03:46,Rio de janeiro
Maria souza,2024-08-03,,Notebook,1200.0,2,120,0:03:01,Rio de janeiro
Maria souza,2024-07-07,Masculino,Teclado,120.0,3,1600,02:19:33,São paulo
João silva,2024-09-03,Masculino,Monitor,120.0,0,800,,Rio de janeiro
João silva,0024-09-22,Masculino,Cadeira,3500.0,2,50,0:00:31,Rio de janeiro
Carlos lima,2023-11-12,Masculino,Notebook,3500.0,0,,,Rio de janeiro
Carlos lima,2023-06-24,,Teclado,1200.0,3,,02:40:59,Rio de janeiro
João silva,0024-12-25,,Mouse,50.0,0,,,Rio de janeiro
Carlos lima,2023-08-16,,Cadeira,800.0,2,360,0:03:08,Curitiba
Pedro alves,2024-02-05,,Notebook,1200.0,3,67,02:47:08,Belo horizonte
Maria souza,0024-12-06,Masculino,Cadeira,50.0,3,,02:53:06,São paulo
Pedro alves,0024-01-05,Masculino,Cadeira,800.0,0,120,,Curitiba
Pedro alves,0024-03-05,,Mouse,120.0,3,240,00:04:31,Belo horizonte
Carlos lima,0023-07-20,,Teclado,50.0,3,50,02:32:33,Belo horizonte
Ana clara,2024-08-15,,Mouse,1200.0,1,150,,Rio de janeiro
Carlos lima,2023-02-09,Masculino,Teclado,1200.0,3,10491,00:43:30,São paulo
João silva,2024-05-04,Masculino,Notebook,120.0,2,2400,0:00:04,Porto alegre
Maria souza,0023-08-23,,Notebook,1200.0,3,163,02:42:11,Curitiba
Maria souza,2023-10-14,,Cadeira,1200.0,0,1200,,Porto alegre
Pedro alves,2023-05-04,,Teclado,800.0,1,,,São paulo
Pedro alves,2024-05-17,,Cadeira,3500.0,0,800,,Rio de janeiro
Ana clara,2024-08-05,Masculino,Teclado,3500.0,0,800,,Curitiba
Pedro alves,2024-02-04,,Notebook,800.0,2,10500,0:03:16,Porto alegre
Ana clara,2024-08-28,Masculino,Teclado,50.0,2,240,0:01:59,Curitiba
Pedro alves,2023-08-11,Masculino,Cadeira,1200.0,0,186,,Belo horizonte
Ana clara,2024-04-06,Masculino,Cadeira,50.0,2,240,0:01:30,Rio de janeiro
Ana clara,2023-12-05,,Cadeira,3500.0,2,2366,0:02:01,Porto alegre
Ana clara,0023-05-13,,Monitor,50.0,0,240,,Belo horizonte
Ana clara,2023-06-05,Masculino,Teclado,3500.0,3,2400,02:29:23,Rio de janeiro
Carlos lima,2024-11-26,,Monitor,3500.0,1,100,,Rio de janeiro
Maria souza,0024-03-13,Masculino,Monitor,1200.0,3,120,02:44:53,Curitiba
João silva,0023-01-22,Masculino,Monitor,3500.0,3,139,00:38:15,São paulo
João silva,2023-09-17,Masculino,Teclado,3500.0,2,2400,0:01:31,Porto alegre
João silva,2023-09-13,Masculino,Cadeira,800.0,1,2400,,Curitiba
João silva,2023-09-11,Masculino,Cadeira,120.0,1,800,,Belo horizonte
João silva,2023-06-18,,Cadeira,3500.0,2,50,0:00:08,Porto alegre
João silva,0024-07-09,Masculino,Teclado,3500.0,2,240,0:02:42,Rio de janeiro
Pedro alves,2023-04-25,Masculino,Mouse,50.0,1,2400,,Curitiba
Pedro alves,2023-02-11,,Mouse,800.0,2,240,0:00:31,Curitiba
Ana clara,2023-02-17,Masculino,Teclado,800.0,0,,,Porto alegre
Maria souza,2023-01-09,,Cadeira,800.0,2,2400,0:02:48,Rio de janeiro
João silva,0023-02-04,Masculino,Teclado,50.0,3,3600,01:44:52,Porto alegre
Carlos lima,0023-03-27,,Mouse,3500.0,0,76,,Rio de janeiro
Carlos lima,2023-06-03,,Teclado,50.0,3,800,01:52:06,Curitiba
João silva,2023-11-01,Masculino,Notebook,50.0,0,150,,Belo horizonte
João silva,0023-03-16,,Mouse,50.0,2,270,0:02:07,Curitiba
Carlos lima,2023-09-26,Masculino,Mouse,3500.0,2,800,0:02:43,Curitiba
Ana clara,2023-04-27,Masculino,Cadeira,120.0,1,2400,,Porto alegre
Ana clara,2024-01-20,,Mouse,800.0,3,,02:44:52,Rio de janeiro
João silva,2024-05-07,Masculino,Monitor,120.0,0,,,Porto alegre
Maria souza,2024-12-10,Masculino,Notebook,800.0,1,100,,Curitiba
Carlos lima,2023-05-26,Masculino,Monitor,50.0,1,1200,,Porto alegre
Carlos lima,2024-05-12,Masculino,Monitor,800.0,3,2400,00:21:17,Porto alegre
Ana clara,2024-04-17,,Notebook,3500.0,3,,00:21:57,Rio de janeiro
João silva,2023-09-09,Masculino,Notebook,120.0,2,10514,0:03:44,Curitiba
Carlos lima,2023-12-14,Masculino,Monitor,3500.0,0,240,,Curitiba
João silva,2024-06-06,Masculino,Teclado,50.0,1,150,,Porto alegre
Maria souza,2024-10-10,,Cadeira,50.0,0,,,Belo horizonte
Maria souza,2024-06-04,,Monitor,1200.0,2,74,0:00:05,Porto alegre
Ana clara,2023-06-01,Masculino,Cadeira,50.0,0,3600,,Porto alegre
Maria souza,2023-02-16,Masculino,Cadeira,50.0,0,2400,,Rio de janeiro
João silva,0023-10-06,,Mouse,1200.0,0,,,Rio de janeiro
João silva,2024-04-13,,Mouse,800.0,2,77,0:00:54,Rio de janeiro
Carlos lima,0023-04-13,Masculino,Mouse,1200.0,0,,,Belo horizonte
João silva,2024-11-04,,Monitor,3500.0,0,831,,Belo horizonte
Ana clara,2024-05-16,,Cadeira,800.0,3,3500,00:56:00,Belo horizonte
João silva,2024-05-26,Masculino,Cadeira,50.0,1,120,,Belo horizonte
João silva,2023-12-14,,Mouse,800.0,1,,,Rio de janeiro
Pedro alves,2024-04-04,,Monitor,120.0,2,10500,0:03:11,Porto alegre
Pedro alves,0024-07-12,Masculino,Notebook,1200.0,0,360,,Belo horizonte
Ana clara,2023-10-03,,Monitor,120.0,1,1600,,Rio de janeiro
João silva,2023-10-19,Masculino,Monitor,50.0,2,,0:03:44,Porto alegre
João silva,0024-03-25,Masculino,Notebook,800.0,1,150,,Porto alegre
Maria souza,2023-06-22,Masculino,Teclado,3500.0,1,,,Curitiba
Ana clara,2024-05-28,Masculino,Cadeira,120.0,2,100,0:03:14,Rio de janeiro
Carlos lima,0024-09-02,,Monitor,50.0,2,240,0:01:41,São paulo
Carlos lima,0023-07-06,Masculino,Cadeira,800.0,0,,,Curitiba
Carlos lima,2023-10-20,Masculino,Notebook,3500.0,2,7000,0:00:08,Porto alegre
Carlos lima,2023-02-09,,Notebook,50.0,0,3600,,Curitiba
Ana clara,2023-02-09,,Notebook,1200.0,1,2368,,Rio de janeiro
Pedro alves,2024-10-02,Masculino,Cadeira,120.0,0,800,,Curitiba
Ana clara,2024-01-21,,Notebook,3500.0,2,,0:00:47,Curitiba
Pedro alves,2024-11-17,,Cadeira,3500.0,2,,0:00:52,Curitiba
Maria souza,2023-12-08,,Cadeira,50.0,0,2400,,São paulo
Carlos lima,2024-01-06,Masculino,Cadeira,1200.0,0,248,,Porto alegre
Ana clara,2024-04-13,,Notebook,50.0,3,100,00:52:23,Belo horizonte
Pedro alves,0024-02-25,Masculino,Notebook,3500.0,2,360,0:01:18,Rio de janeiro
Pedro alves,2024-03-16,,Mouse,3500.0,2,3573,0:00:24,Porto alegre
Pedro alves,2023-05-21,,Notebook,50.0,0,1600,,Curitiba
Maria souza,0024-09-07,,Mouse,120.0,0,10500,,São paulo
Pedro alves,0024-07-01,Masculino,Teclado,120.0,0,50,,Belo horizonte
Maria souza,0024-12-05,Masculino,Cadeira,1200.0,2,240,0:02:40,Belo horizonte
João silva,2023-08-24,,Mouse,3500.0,0,,,Curitiba
Ana clara,2023-12-16,,Cadeira,120.0,2,10523,0:01:46,Curitiba
Ana clara,0023-03-26,Masculino,Cadeira,50.0,0,240,,Belo horizonte
Ana clara,2024-06-18,,Notebook,1200.0,2,3500,0:03:21,Curitiba
Carlos lima,2024-09-13,Masculino,Cadeira,120.0,2,,0:01:22,Belo horizonte
João silva,0024-10-11,Masculino,Teclado,120.0,2,,0:01:21,Curitiba
Carlos lima,2023-03-01,,Notebook,3500.0,1,150,,Rio de janeiro
Maria souza,2024-04-14,,Cadeira,1200.0,3,1200,01:51:55,Porto alegre
Ana clara,2023-01-07,Masculino,Monitor,50.0,2,,0:00:53,Porto alegre
Ana clara,0023-10-22,Masculino,Notebook,1200.0,1,2400,,Porto alegre
Ana clara,2023-05-19,Masculino,Mouse,3500.0,1,240,,Curitiba
João silva,2023-08-19,Masculino,Monitor,50.0,0,150,,Porto alegre
Ana clara,2023-06-15,,Notebook,50.0,0,360,,São paulo
Ana clara,2023-08-05,Masculino,Cadeira,800.0,1,50,,Curitiba
Ana clara,2023-05-22,,Cadeira,1200.0,2,7000,0:00:13,Curitiba
Pedro alves,2023-02-20,Masculino,Notebook,50.0,1,,,Rio de janeiro
Pedro alves,2023-05-16,Masculino,Mouse,1200.0,3,,00:23:32,Rio de janeiro
Maria souza,2023-11-28,,Notebook,1200.0,0,2400,,Belo horizonte
João silva,2023-06-22,Masculino,Mouse,50.0,2,142,0:01:46,São paulo
Pedro alves,2024-09-22,Masculino,Mouse,3500.0,2,1620,0:00:03,Porto alegre
Pedro alves,0023-06-02,Masculino,Mouse,800.0,0,,,São paulo
Ana clara,2024-09-15,Masculino,Teclado,800.0,2,,0:01:37,Belo horizonte
João silva,2023-07-14,Masculino,Monitor,120.0,0,,,São paulo
Pedro alves,0024-02-22,Masculino,Notebook,50.0,2,150,0:01:30,São paulo
Carlos lima,2024-11-21,Masculino,Monitor,50.0,0,3583,,Rio de janeiro
Carlos lima,2023-08-28,Masculino,Mouse,120.0,3,10500,02:13:41,Rio de janeiro
João silva,2024-07-12,Masculino,Mouse,50.0,1,120,,Curitiba
Ana clara,2024-03-25,Masculino,Monitor,800.0,0,3500,,Curitiba
